18 FR 1.7 CM,110481,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Aetna,First Health Network,412.98,,,,,,,percent of total billed charges,1.00,535.92,
18 FR 1.7 CM,110481,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Blue Cross Blue Shield,Capital - Special Network Rates,154.22,,,,,,,percent of total billed charges,1.00,535.92,
18 FR 1.7 CM,110481,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Wyoming Seminary,Wyoming Seminary,441.35,,,,,,,percent of total billed charges,1.00,535.92,
2 KNEE TIB INSR PLUS X3 11,115534,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,Aetna,First Health Network,11921.00,,,,,,,percent of total billed charges,6552.00,15470.00,
2 KNEE TIB INSR PLUS X3 11,6095718,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Medicaid,Medicaid,1.00,,,,,,,fee schedule,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 11,6095718,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,United Healthcare,United Healthcare - Client Specific Rate,9282.00,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 13,6095719,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,Integrated Health Plan,Integrated Health Plan,10920.00,,,,,,,percent of total billed charges,6552.00,15470.00,
2 KNEE TIB INSR PLUS X3 19,115537,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Multiplan,Beech Street,15470.00,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 19,6095721,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Aetna,Aetna,8517.60,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 22,6095722,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Multiplan,Beech Street,15470.00,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 25,6095723,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Integrated Health Plan,Integrated Health Plan,10920.00,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 25,6095723,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Intergroup Services,Intergroup Services,15470.00,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 25,6095723,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Multiplan,Multiplan/Private Health Care System,15470.00,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 28,6095724,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Congregation of the Sister Servants,Congregation of the Sister Servants,15470.00,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 31,6095725,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,Multiplan,Beech Street,15470.00,,,,,,,percent of total billed charges,6552.00,15470.00,
2 KNEE TIB INSR PLUS X3 31,6095725,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Medicaid,Medicaid,1.00,,,,,,,fee schedule,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 9,6095717,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,Intergroup Services,Intergroup Services,15470.00,,,,,,,percent of total billed charges,6552.00,15470.00,
2-Lumen 15 Cm X 14 Fr Acute Hemodialysis,288881,LOCAL,278,RC,C1752,HCPCS,,Outpatient,,,1170.00,585.00,Shepard International Health Care,Shepard International Health Care - Allegheny International,585.00,,,,,,,percent of total billed charges,1.00,994.50,
2-Lumen 15 Cm X 14 Fr Acute Hemodialysis,288881,LOCAL,278,RC,C1752,HCPCS,,Outpatient,,,1170.00,585.00,United Healthcare,United Healthcare - Managed Medicaid,1.47,,,,,,,fee schedule,1.00,994.50,
2.0X7MM FOSSA X-DR SCRW,184681,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,650.00,325.00,Integrated Health Plan,Integrated Health Plan,390.00,,,,,,,percent of total billed charges,234.00,552.50,
2.0X9MM FOSSA X-DR SCRW,184680,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,650.00,325.00,Christian Healthcare Ministries,Christian Healthcare Ministries,325.00,,,,,,,percent of total billed charges,1.00,552.50,
2.0X9MM FOSSA X-DR SCRW,184680,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,650.00,325.00,United Healthcare,United Healthcare - Managed Medicaid,1.47,,,,,,,fee schedule,1.00,552.50,
222 V40+8 FEMORAL HEAD,6096577,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,1989.00,994.50,Christian Healthcare Ministries,Christian Healthcare Ministries,994.50,,,,,,,percent of total billed charges,716.04,1690.65,
222 V40+8 FEMORAL HEAD,6096577,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,1989.00,994.50,Blue Cross Blue Shield,Capital - Enhanced Network Rates,695.16,,,,,,,percent of total billed charges,1.00,1690.65,
222 V40+8 FEMORAL HEAD,6096577,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,1989.00,994.50,Multiplan,Multiplan/Private Health Care System,1690.65,,,,,,,percent of total billed charges,1.00,1690.65,
22MM COCR HEAD S,118935,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,1625.00,812.50,Integrated Health Plan,Integrated Health Plan,975.00,,,,,,,percent of total billed charges,585.00,1381.25,
22MM COCR HEAD S,118935,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,1625.00,812.50,United Healthcare,United Healthcare - CHIP - Managed Medicare,2.50,,,,,,,fee schedule,1.00,1381.25,
28MM BIOLOX DELTA HEAD M,118956,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,3575.00,1787.50,Integrated Health Plan,Integrated Health Plan,2145.00,,,,,,,percent of total billed charges,1287.00,3038.75,
28MM BIOLOX DELTA HEAD M,118956,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,3575.00,1787.50,Congregation of the Sister Servants,Congregation of the Sister Servants,3038.75,,,,,,,percent of total billed charges,1.00,3038.75,
28MM BIOLOX DELTA HEAD M,118956,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,3575.00,1787.50,United Healthcare,United Healthcare - All Payer Rate,1576.58,,,,,,,percent of total billed charges,1.00,3038.75,
28MM BIOLOX DELTA HEAD S,118955,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,3575.00,1787.50,Congregation of the Sister Servants,Congregation of the Sister Servants,3038.75,,,,,,,percent of total billed charges,1287.00,3038.75,
28MM BIOLOX DELTA HEAD S,118955,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,3575.00,1787.50,Wyoming Seminary,Wyoming Seminary,2502.50,,,,,,,percent of total billed charges,1287.00,3038.75,
28MM COCR HEAD M,118937,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,1625.00,812.50,United Healthcare,United Healthcare - All Payer Rate,716.63,,,,,,,percent of total billed charges,1.00,1381.25,
28MM COCR HEAD S,118936,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,1625.00,812.50,Congregation of the Sister Servants,Congregation of the Sister Servants,1381.25,,,,,,,percent of total billed charges,585.00,1381.25,
28MM COCR HEAD S,118936,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,1625.00,812.50,Wyoming Seminary,Wyoming Seminary,1137.50,,,,,,,percent of total billed charges,1.00,1381.25,
3 KNEE TIB INSR PLUS X3 11,115543,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Congregation of the Sister Servants,Congregation of the Sister Servants,15470.00,,,,,,,percent of total billed charges,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 11,6095727,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,Wyoming Seminary,Wyoming Seminary,12740.00,,,,,,,percent of total billed charges,6552.00,15470.00,
3 KNEE TIB INSR PLUS X3 11,6095727,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,United Healthcare,United Healthcare - CHIP - Managed Medicare,2.50,,,,,,,fee schedule,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 13,115544,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Cigna,Cigna,7804.16,,,,,,,percent of total billed charges,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 13,6095728,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,AmeriHealth,AmeriHealth Cartias - Managed Medicaid,3059.42,,,,,,,percent of total billed charges,1.00,15470.00,Paid In Addition Excess of Threshold
3 KNEE TIB INSR PLUS X3 16,6095729,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Shepard International Health Care,Shepard International Health Care - Allegheny International,9100.00,,,,,,,percent of total billed charges,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 19,115546,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Aetna,Aetna,8517.60,,,,,,,percent of total billed charges,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 19,115546,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Blue Cross Blue Shield,Capital - Special Network Rates,4451.72,,,,,,,percent of total billed charges,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 19,6095730,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,Multiplan,Multiplan/Private Health Care System,15470.00,,,,,,,percent of total billed charges,6552.00,15470.00,
3 KNEE TIB INSR PLUS X3 19,6095730,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Blue Cross Blue Shield,Capital - Enhanced Network Rates,6360.90,,,,,,,percent of total billed charges,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 19,6095730,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Multiplan,Beech Street,15470.00,,,,,,,percent of total billed charges,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 19,6095730,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,United Healthcare,United Healthcare - CHIP - Managed Medicare,2.50,,,,,,,fee schedule,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 25,6095732,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,Congregation of the Sister Servants,Congregation of the Sister Servants,15470.00,,,,,,,percent of total billed charges,6552.00,15470.00,
3 KNEE TIB INSR PLUS X3 25,6095732,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Congregation of the Sister Servants,Congregation of the Sister Servants,15470.00,,,,,,,percent of total billed charges,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 28,6095733,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,Integrated Health Plan,Integrated Health Plan,10920.00,,,,,,,percent of total billed charges,6552.00,15470.00,
3 KNEE TIB INSR PLUS X3 28,6095733,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Multiplan,Beech Street,15470.00,,,,,,,percent of total billed charges,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 31,6095734,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Congregation of the Sister Servants,Congregation of the Sister Servants,15470.00,,,,,,,percent of total billed charges,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 9,115542,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Cigna,Cigna,7804.16,,,,,,,percent of total billed charges,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 9,6095726,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,North Central Secure Treatment Unit,North Central Secure Treatment Unit,6552.00,,,,,,,percent of total billed charges,1.00,15470.00,
3-LUMEN 20CM X 12FR PRESSURE INJECTABLE ACUTE HEMODIALYSIS,288882,LOCAL,278,RC,C1750,HCPCS,,Outpatient,,,1199.90,599.95,Blue Cross Blue Shield,Capital - Enhanced Network Rates,419.37,,,,,,,percent of total billed charges,1.00,1019.92,
3-Lumen 16 cm X 12FR Pressure Injectable Acute Hemodialysis,288879,LOCAL,278,RC,C1752,HCPCS,,Outpatient,,,1199.90,599.95,Aetna,First Health Network,785.93,,,,,,,percent of total billed charges,1.00,1019.92,
3-Lumen 16 cm X 12FR Pressure Injectable Acute Hemodialysis,288879,LOCAL,278,RC,C1752,HCPCS,,Outpatient,,,1199.90,599.95,Blue Cross Blue Shield,Capital - Special Network Rates,293.50,,,,,,,percent of total billed charges,1.00,1019.92,
3-Lumen 16 cm X 12FR Pressure Injectable Acute Hemodialysis,288879,LOCAL,278,RC,C1752,HCPCS,,Outpatient,,,1199.90,599.95,Christian Healthcare Ministries,Christian Healthcare Ministries,599.95,,,,,,,percent of total billed charges,1.00,1019.92,
3.0MM HEADLESS COM SCREW LT 18,6054063,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Blue Cross Blue Shield,Capital - Basic Network Rates,960.43,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 18,6054063,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Intergroup Services,Intergroup Services,1912.76,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 19,6054064,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,North Central Secure Treatment Unit,North Central Secure Treatment Unit,810.11,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW LT 21,6054066,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Shepard International Health Care,Shepard International Health Care - Allegheny International,1125.15,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW LT 21,6054066,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Multiplan,Beech Street,1912.76,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 25,6054070,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,North Central Secure Treatment Unit,North Central Secure Treatment Unit,810.11,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW LT 25,6054070,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Wyoming Seminary,Wyoming Seminary,1575.21,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW LT 27,6054072,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Aetna,First Health Network,1473.95,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW LT 27,6054072,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Cigna,Cigna,964.93,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 36,6054078,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Cigna,Cigna,964.93,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 11,6054036,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Multiplan,Multiplan/Private Health Care System,1912.76,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW ST 12,6054037,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Integrated Health Plan,Integrated Health Plan,1350.18,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW ST 12,6054037,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,AmeriHealth,AmeriHealth Cartias - Managed Medicaid,1.15,,,,,,,fee schedule,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 13,6054038,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Integrated Health Plan,Integrated Health Plan,1350.18,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 14,6054039,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Christian Healthcare Ministries,Christian Healthcare Ministries,1125.15,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 17,6054042,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,UPMC For You,UPMC For You - Managed Medicaid,1.18,,,,,,,fee schedule,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 18,6054043,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Shepard International Health Care,Shepard International Health Care - Allegheny International,1125.15,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 19,6054044,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Integrated Health Plan,Integrated Health Plan,1350.18,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW ST 19,6054044,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Aetna,First Health Network,1473.95,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 24,6054049,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Blue Cross Blue Shield,Capital - Enhanced Network Rates,786.48,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 25,6054050,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Wyoming Seminary,Wyoming Seminary,1575.21,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW ST 30,6054055,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Blue Cross Blue Shield,Capital - Basic Network Rates,960.43,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 36,6054058,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Blue Cross Blue Shield,Capital - Basic Network Rates,960.43,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 36,6054058,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Blue Cross Blue Shield,Capital - Enhanced Network Rates,786.48,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 38,6054059,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Multiplan,Beech Street,1912.76,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW ST 38,6054059,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Integrated Health Plan,Integrated Health Plan,1350.18,,,,,,,percent of total billed charges,1.00,1912.76,
