12 FR 1.2 CM,110464,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,695.50,347.75,Aetna,First Health Network,455.55,,,,,,,percent of total billed charges,1.00,591.17,
12 FR 1.2 CM,110464,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,695.50,347.75,Geisinger Family Plan,Geisinger Family Plan - Managed Medicaid,1.00,,,,,,,fee schedule,1.00,591.17,
12 FR 1.5 CM,110465,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Geisinger Family Plan,Geisinger Family Plan - Managed Medicaid,1.00,,,,,,,fee schedule,1.00,535.92,
12 FR 2.0 CM,110467,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Blue Cross Blue Shield,Capital - Special Network Rates,154.22,,,,,,,percent of total billed charges,1.00,535.92,
12/14 COCR HD 28MM X +3.5 8,184684,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,3129.75,1564.88,Multiplan,Beech Street,2660.29,,,,,,,percent of total billed charges,1126.71,2660.29,
12/14 COCR HD 28MM X +3.5 8,184684,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,3129.75,1564.88,Multiplan,Multiplan/Private Health Care System,2660.29,,,,,,,percent of total billed charges,1.00,2660.29,
14 FR 1.0 CM,110468,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Integrated Health Plan,Integrated Health Plan,378.30,,,,,,,percent of total billed charges,1.00,535.92,
14 FR 1.2 CM,110469,LOCAL,278,RC,B4088,HCPCS,,Inpatient,,,630.50,315.25,Wyoming Seminary,Wyoming Seminary,441.35,,,,,,,percent of total billed charges,226.98,535.92,
14 FR 1.2 CM,110469,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Jefferson Health Plan,Jefferson Health Plan - Managed Medicaid,1.20,,,,,,,fee schedule,1.00,535.92,
14 FR 1.2 CM,110469,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Wyoming Seminary,Wyoming Seminary,441.35,,,,,,,percent of total billed charges,1.00,535.92,
14 FR 1.5 CM,110470,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Congregation of the Sister Servants,Congregation of the Sister Servants,535.92,,,,,,,percent of total billed charges,1.00,535.92,
14 FR 1.5 CM,110470,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Multiplan,Multiplan/Private Health Care System,535.92,,,,,,,percent of total billed charges,1.00,535.92,
14 FR 1.5 CM,110470,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Shepard International Health Care,Shepard International Health Care - Allegheny International,315.25,,,,,,,percent of total billed charges,1.00,535.92,
14 FR 2.0 CM,110472,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Christian Healthcare Ministries,Christian Healthcare Ministries,315.25,,,,,,,percent of total billed charges,1.00,535.92,
16 FR 1.0 CM,110473,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,695.50,347.75,Christian Healthcare Ministries,Christian Healthcare Ministries,347.75,,,,,,,percent of total billed charges,1.00,591.17,
16 FR 1.2 CM,110474,LOCAL,278,RC,B4088,HCPCS,,Inpatient,,,695.50,347.75,Aetna,First Health Network,455.55,,,,,,,percent of total billed charges,250.38,591.17,
16 FR 1.2 CM,110474,LOCAL,278,RC,B4088,HCPCS,,Inpatient,,,695.50,347.75,Integrated Health Plan,Integrated Health Plan,417.30,,,,,,,percent of total billed charges,250.38,591.17,
16 FR 1.7 CM,110476,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,695.50,347.75,Aetna,Aetna,325.49,,,,,,,percent of total billed charges,1.00,591.17,
16 FR 2.0 CM,110477,LOCAL,278,RC,B4088,HCPCS,,Inpatient,,,630.50,315.25,Integrated Health Plan,Integrated Health Plan,378.30,,,,,,,percent of total billed charges,226.98,535.92,
16 FR 2.0 CM,110477,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Blue Cross Blue Shield,Capital - Special Network Rates,154.22,,,,,,,percent of total billed charges,1.00,535.92,
18 FR 1.0 CM,110478,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Shepard International Health Care,Shepard International Health Care - Allegheny International,315.25,,,,,,,percent of total billed charges,1.00,535.92,
18 FR 1.2 CM,110479,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Blue Cross Blue Shield,Capital - Enhanced Network Rates,220.36,,,,,,,percent of total billed charges,1.00,535.92,
18 FR 1.5 CM,110480,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,Christian Healthcare Ministries,Christian Healthcare Ministries,315.25,,,,,,,percent of total billed charges,1.00,535.92,
18 FR 1.5 CM,110480,LOCAL,278,RC,B4088,HCPCS,,Outpatient,,,630.50,315.25,United Healthcare,United Healthcare - Managed Medicaid,1.47,,,,,,,fee schedule,1.00,535.92,
18 FR 2.0 CM,110482,LOCAL,278,RC,B4088,HCPCS,,Inpatient,,,695.50,347.75,Congregation of the Sister Servants,Congregation of the Sister Servants,591.17,,,,,,,percent of total billed charges,250.38,591.17,
2 KNEE TIB INSR PLUS X3 11,115534,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,Congregation of the Sister Servants,Congregation of the Sister Servants,15470.00,,,,,,,percent of total billed charges,6552.00,15470.00,
2 KNEE TIB INSR PLUS X3 11,115534,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,Multiplan,Beech Street,15470.00,,,,,,,percent of total billed charges,6552.00,15470.00,
2 KNEE TIB INSR PLUS X3 11,115534,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Christian Healthcare Ministries,Christian Healthcare Ministries,9100.00,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 11,6095718,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Aetna,Aetna,8517.60,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 13,6095719,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Congregation of the Sister Servants,Congregation of the Sister Servants,15470.00,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 16,6095720,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Aetna,Aetna,8517.60,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 16,6095720,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,AmeriHealth,AmeriHealth Cartias - Managed Medicaid,3059.42,,,,,,,percent of total billed charges,1.00,15470.00,Paid In Addition Excess of Threshold
2 KNEE TIB INSR PLUS X3 16,6095720,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Multiplan,Multiplan/Private Health Care System,15470.00,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 16,6095720,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,North Central Secure Treatment Unit,North Central Secure Treatment Unit,6552.00,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 19,115537,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,North Central Secure Treatment Unit,North Central Secure Treatment Unit,6552.00,,,,,,,percent of total billed charges,6552.00,15470.00,
2 KNEE TIB INSR PLUS X3 19,115537,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Cigna,Cigna,7804.16,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 19,6095721,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,United Healthcare,United Healthcare - All Payer Rate,8026.20,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 19,6095721,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,United Healthcare,United Healthcare - Client Specific Rate,9282.00,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 22,6095722,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Christian Healthcare Ministries,Christian Healthcare Ministries,9100.00,,,,,,,percent of total billed charges,1.00,15470.00,
2 KNEE TIB INSR PLUS X3 28,6095724,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,North Central Secure Treatment Unit,North Central Secure Treatment Unit,6552.00,,,,,,,percent of total billed charges,6552.00,15470.00,
2 KNEE TIB INSR PLUS X3 31,6095725,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,North Central Secure Treatment Unit,North Central Secure Treatment Unit,6552.00,,,,,,,percent of total billed charges,6552.00,15470.00,
2 KNEE TIB INSR PLUS X3 31,6095725,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Blue Cross Blue Shield,Capital - Enhanced Network Rates,6360.90,,,,,,,percent of total billed charges,1.00,15470.00,
2.0X9MM FOSSA X-DR SCRW,184680,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,650.00,325.00,Intergroup Services,Intergroup Services,552.50,,,,,,,percent of total billed charges,234.00,552.50,
2.0X9MM FOSSA X-DR SCRW,184680,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,650.00,325.00,United Healthcare,United Healthcare - Client Specific Rate,331.50,,,,,,,percent of total billed charges,1.00,552.50,
2.7X8MM HT X-DR SCREW,184682,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,617.50,308.75,Wyoming Seminary,Wyoming Seminary,432.25,,,,,,,percent of total billed charges,222.30,524.88,
222 V40+8 FEMORAL HEAD,6096577,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,1989.00,994.50,United Healthcare,United Healthcare - Managed Medicaid,1.47,,,,,,,fee schedule,1.00,1690.65,
28MM COCR HEAD M,118937,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,1625.00,812.50,Aetna,First Health Network,1064.38,,,,,,,percent of total billed charges,585.00,1381.25,
28MM COCR HEAD S,118936,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,1625.00,812.50,Congregation of the Sister Servants,Congregation of the Sister Servants,1381.25,,,,,,,percent of total billed charges,1.00,1381.25,
28MM COCR HEAD XL,118939,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,1625.00,812.50,Integrated Health Plan,Integrated Health Plan,975.00,,,,,,,percent of total billed charges,585.00,1381.25,
28MM COCR HEAD XL,118939,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,1625.00,812.50,Blue Cross Blue Shield,Capital - Basic Network Rates,693.55,,,,,,,percent of total billed charges,1.00,1381.25,
28MM COCR HEAD XL,118939,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,1625.00,812.50,United Healthcare,United Healthcare - CHIP - Managed Medicare,2.50,,,,,,,fee schedule,1.00,1381.25,
3 KNEE TIB INSR PLUS X3 11,115543,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,North Central Secure Treatment Unit,North Central Secure Treatment Unit,6552.00,,,,,,,percent of total billed charges,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 13,6095728,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Wyoming Seminary,Wyoming Seminary,12740.00,,,,,,,percent of total billed charges,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 16,6095729,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,Shepard International Health Care,Shepard International Health Care - Allegheny International,9100.00,,,,,,,percent of total billed charges,6552.00,15470.00,
3 KNEE TIB INSR PLUS X3 16,6095729,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Intergroup Services,Intergroup Services,15470.00,,,,,,,percent of total billed charges,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 19,115546,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,Wyoming Seminary,Wyoming Seminary,12740.00,,,,,,,percent of total billed charges,6552.00,15470.00,
3 KNEE TIB INSR PLUS X3 19,115546,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,United Healthcare,United Healthcare - CHIP - Managed Medicare,2.50,,,,,,,fee schedule,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 19,115546,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,United Healthcare,United Healthcare - Client Specific Rate,9282.00,,,,,,,percent of total billed charges,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 22,6095731,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,United Healthcare,United Healthcare - Managed Medicaid,1.47,,,,,,,fee schedule,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 25,6095732,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,Christian Healthcare Ministries,Christian Healthcare Ministries,9100.00,,,,,,,percent of total billed charges,6552.00,15470.00,
3 KNEE TIB INSR PLUS X3 28,115549,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,United Healthcare,United Healthcare - Client Specific Rate,9282.00,,,,,,,percent of total billed charges,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 28,6095733,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Cigna,Cigna,7804.16,,,,,,,percent of total billed charges,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 31,6095734,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,United Healthcare,United Healthcare - Client Specific Rate,9282.00,,,,,,,percent of total billed charges,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 9,115542,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Aetna,First Health Network,11921.00,,,,,,,percent of total billed charges,1.00,15470.00,
3 KNEE TIB INSR PLUS X3 9,6095726,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,Intergroup Services,Intergroup Services,15470.00,,,,,,,percent of total billed charges,6552.00,15470.00,
3 KNEE TIB INSR PLUS X3 9,6095726,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,18200.00,9100.00,Multiplan,Multiplan/Private Health Care System,15470.00,,,,,,,percent of total billed charges,6552.00,15470.00,
3 KNEE TIB INSR PLUS X3 9,6095726,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,18200.00,9100.00,Integrated Health Plan,Integrated Health Plan,10920.00,,,,,,,percent of total billed charges,1.00,15470.00,
3-Lumen 16 cm X 12FR Pressure Injectable Acute Hemodialysis,288879,LOCAL,278,RC,C1752,HCPCS,,Inpatient,,,1199.90,599.95,Shepard International Health Care,Shepard International Health Care - Allegheny International,599.95,,,,,,,percent of total billed charges,431.96,1019.92,
3-Lumen 16 cm X 12FR Pressure Injectable Acute Hemodialysis,288879,LOCAL,278,RC,C1752,HCPCS,,Outpatient,,,1199.90,599.95,Blue Cross Blue Shield,Capital - Enhanced Network Rates,419.37,,,,,,,percent of total billed charges,1.00,1019.92,
3-Lumen 16 cm X 12FR Pressure Injectable Acute Hemodialysis,288879,LOCAL,278,RC,C1752,HCPCS,,Outpatient,,,1199.90,599.95,Multiplan,Multiplan/Private Health Care System,1019.92,,,,,,,percent of total billed charges,1.00,1019.92,
3.0MM HEADLESS COM SCREW LT 19,6054064,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Shepard International Health Care,Shepard International Health Care - Allegheny International,1125.15,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW LT 24,6054069,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Blue Cross Blue Shield,Capital - Basic Network Rates,960.43,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 25,6054070,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Intergroup Services,Intergroup Services,1912.76,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 28,6054073,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,North Central Secure Treatment Unit,North Central Secure Treatment Unit,810.11,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 29,6054074,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Intergroup Services,Intergroup Services,1912.76,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 29,6054074,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Medicaid,Medicaid,1.00,,,,,,,fee schedule,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 32,6054076,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,AmeriHealth,AmeriHealth Cartias - Managed Medicaid,1.15,,,,,,,fee schedule,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 32,6054076,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Integrated Health Plan,Integrated Health Plan,1350.18,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 34,6054077,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,North Central Secure Treatment Unit,North Central Secure Treatment Unit,810.11,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW LT 36,6054078,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,UPMC For You,UPMC For You - Managed Medicaid,1.18,,,,,,,fee schedule,1.00,1912.76,
3.0MM HEADLESS COM SCREW LT 38,6054079,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,AmeriHealth,AmeriHealth Cartias - Managed Medicaid,1.15,,,,,,,fee schedule,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 10,6054035,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Aetna,First Health Network,1473.95,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW ST 11,6054036,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,North Central Secure Treatment Unit,North Central Secure Treatment Unit,810.11,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 12,6054037,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Blue Cross Blue Shield,Capital - Basic Network Rates,960.43,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 12,6054037,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Intergroup Services,Intergroup Services,1912.76,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 13,6054038,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Christian Healthcare Ministries,Christian Healthcare Ministries,1125.15,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW ST 13,6054038,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Multiplan,Beech Street,1912.76,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 16,6054041,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Multiplan,Beech Street,1912.76,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 16,6054041,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,UPMC For You,UPMC For You - Managed Medicaid,1.18,,,,,,,fee schedule,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 16,6054041,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Wyoming Seminary,Wyoming Seminary,1575.21,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 19,6054044,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,United Healthcare,United Healthcare - All Payer Rate,992.38,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 21,6054046,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Congregation of the Sister Servants,Congregation of the Sister Servants,1912.76,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW ST 21,6054046,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Multiplan,Beech Street,1912.76,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 25,6054050,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Multiplan,Beech Street,1912.76,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW ST 25,6054050,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Multiplan,Multiplan/Private Health Care System,1912.76,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW ST 29,6054054,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Intergroup Services,Intergroup Services,1912.76,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW ST 30,6054055,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Cigna,Cigna,964.93,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 34,6054057,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Wyoming Seminary,Wyoming Seminary,1575.21,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW ST 36,6054058,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Aetna,First Health Network,1473.95,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 38,6054059,LOCAL,278,RC,C1713,HCPCS,,Inpatient,,,2250.30,1125.15,Integrated Health Plan,Integrated Health Plan,1350.18,,,,,,,percent of total billed charges,810.11,1912.76,
3.0MM HEADLESS COM SCREW ST 38,6054059,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Congregation of the Sister Servants,Congregation of the Sister Servants,1912.76,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 38,6054059,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Wyoming Seminary,Wyoming Seminary,1575.21,,,,,,,percent of total billed charges,1.00,1912.76,
3.0MM HEADLESS COM SCREW ST 40,6054060,LOCAL,278,RC,C1713,HCPCS,,Outpatient,,,2250.30,1125.15,Intergroup Services,Intergroup Services,1912.76,,,,,,,percent of total billed charges,1.00,1912.76,
30 MM X 60 CM GELWEAVE GELATIN IMPREGNATED WOVEN VASCULAR PROSTHESIS,282221,LOCAL,278,RC,C1768,HCPCS,,Inpatient,,,10140.00,5070.00,Integrated Health Plan,Integrated Health Plan,6084.00,,,,,,,percent of total billed charges,3650.40,8619.00,
30 MM X 60 CM GELWEAVE GELATIN IMPREGNATED WOVEN VASCULAR PROSTHESIS,282221,LOCAL,278,RC,C1768,HCPCS,,Inpatient,,,10140.00,5070.00,Shepard International Health Care,Shepard International Health Care - Allegheny International,5070.00,,,,,,,percent of total billed charges,3650.40,8619.00,
32MM BIOLOX DELTA HEAD L,118960,LOCAL,278,RC,C1776,HCPCS,,Inpatient,,,3575.00,1787.50,Multiplan,Multiplan/Private Health Care System,3038.75,,,,,,,percent of total billed charges,1287.00,3038.75,
32MM BIOLOX DELTA HEAD L,118960,LOCAL,278,RC,C1776,HCPCS,,Outpatient,,,3575.00,1787.50,Intergroup Services,Intergroup Services,3038.75,,,,,,,percent of total billed charges,1.00,3038.75,
